conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,description
Occupation,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7,3423,fitness instructor,"strength and conditioning coach
indoor cycling trainer
group fitness instructor
water aerobics instructor
aerobics instructor
indoor cycling instructor
spinning instructor
swimming instructor
aqua fitness instructor
fitness specialist
aqua aerobics instructor
fitness class instructor
gymnastics instructor
dance fitness instructor
fitness group instructor","Fitness instructors build fitness participation of new and existing members through fitness experiences that meet their needs. They deliver fitness instruction to individuals, with the use of equipment, or to a group, through fitness classes. Both individual and group instructors have the purpose of promoting and delivering safe and effective exercise.  Depending on the specific situation, some additional knowledge, skills and competences may be required."
Occupation,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,3253,community health worker,"community first responder
community support worker
community healthcare assistant
community healthcare worker
community health assistant
community healthcare support worker
community carer","Community health workers provide advice and information about various health subjects to the community. They can assist with pre- and post-natal care, give nutritional advice and help individuals stop smoking. Community health workers develop health and prevention programmes."
Occupation,http://data.europa.eu/esco/occupation/c7b31477-88e3-400f-988f-3baa090de173,7312,organ builder,"organ maker
pipe organ designer
pipe organ maker
organ designer
pipe organ builder
organ constructor
pipe organ constructor","Organ builders create and assemble parts to build organs according to specified instructions or diagrams. They sand wood, tune, test and inspect the finished instrument."
Occupation,http://data.europa.eu/esco/occupation/c7c3f05b-319b-4aa7-891e-78106f875de2,8131,soap tower operator,"tower operator
tower operator (soap)
soap plant worker
soap plant operative
soap powder production operative
soap powder production worker
tower operative (soap)","Soap tower operators control, monitor and maintain tower operations, using the control panel, in order to produce soap powders. They inspect operating units to ensure the parameters of flow of oil, air, perfume or steam are according to specifications."
Occupation,http://data.europa.eu/esco/occupation/c7ee21d5-9a13-4cf8-a3b9-292eefd37f7a,3122,animal feed supervisor,"animal feed production processor
livestock feed supervisor
feed manufacturer
animal feed quality controller
fodder production supervisor","Animal feed supervisors supervise the manufacturing process of animal feeds. They control quality, take samples for labs, follow up on lab results and take measures according to the results."
Occupation,http://data.europa.eu/esco/occupation/c7f5cab7-7cfb-47d7-890c-6b9c00a9eaaf,3112,energy assessor,"energy savings advisor
energy consumption advisor
energy performance certificate assessor
EPC certification assessor
energy performance assessor
household energy use assessor",Energy assessors determine the energy performance of buildings. They create an Energy Performance Certificate (EPC) which indicates what the estimated energy consumption of a property is. Furthermore they give advice on how to improve energy conservation.
Occupation,http://data.europa.eu/esco/occupation/c7ffc270-7bd2-4bb1-a51a-4766170d7935,3324,wholesale merchant in chemical products,"wholesale merchandiser in chemical products
graduate wholesale merchant in chemical products
senior wholesale merchant in chemical products
wholesaler in chemical products
wholesale trader in chemical products
wholesale buyer in chemical products
B2B sales consultant in chemical products
business to business sales consultant in chemical products
assistant wholesale merchant in chemical products
trainee wholesale merchant in chemical products
business to business seller in chemical products",Wholesale merchants in chemical products investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.
Occupation,http://data.europa.eu/esco/occupation/c81af273-1112-4b3f-a2a5-b85b1290ae22,7212,laser beam welder,"laser welding operator
laser tube welder
laser operations
laser tube welder apprentice
laser beam machine operator
laser welder
repair fitter
laser repair welder
machine welder, lasers
laser repair technician
maintenance technician
LBW machine operator
laser beam welding machine operator
welder
machine-welder
laser beam machine technician",Laser beam welders set up and tend laser beam welding machines designed to join separate metal workpieces together through the use of a laser beam radiating a concentrated heat source that allows for precise welding.
Occupation,http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3,5211,market vendor,"barrow boy
costermonger
market trader
outdoor market vendor
street market vendor
covered market vendor
street market seller
fish market vendor
flower market vendor
fruit market vendor
street market trader
market seller
vegetable market vendor
indoor market vendor","Market vendors sell products such as fruit, vegetables and household products on organised outdoor or indoor market places. They use sales techniques to recommend their goods to passersby."
Occupation,http://data.europa.eu/esco/occupation/c84a055d-00fe-4789-a054-f4a62914ff6e,9333,mover,"removal man
removal woman
corporate mover
relocation mover
company mover
furniture mover
removal porter
removal driver and porter
industrial mover","Movers are responsible for the physical handling of goods and belongings to be relocated or transported from one place to the other. They disassemble goods, machinery or belongings for transporting and assemble or install them in the new location. They ensure that objects are well protected and packed, secured and placed correctly in trucks and transports."
Occupation,http://data.europa.eu/esco/occupation/c8505fa5-0a33-4143-bd87-f24f569e8813,4419,foreign language correspondence clerk,"foreign language correspondence officer
foreign language correspondence assistant
foreign correspondent assistant
foreign language correspondence secretary
foreign language correspondent clerk
foreign correspondent secretary
foreign correspondence clerk",Foreign language correspondence clerks read and reply to a company's correspondence in foreign languages. They also perform clerical duties.
Occupation,http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599,3339,talent agent,"commercial agent
modelling agent
talent booking agent
theatrical agent
talent agency
music agent
sport agent
literary agent","Talent agents represent artists, authors, performers and athletes. They promote their clients in order to attract prospective employers. Talent agents set up public appearances, auditions and performances. They take care of contract negotiations."
Occupation,http://data.europa.eu/esco/occupation/c871b431-2bef-4824-a504-50b60cf633f7,3324,wholesale merchant in tobacco products,"wholesale trader in tobacco products
business to business sales consultant in tobacco products
wholesaler in tobacco products
senior wholesale merchant in tobacco products
assistant wholesale merchant in tobacco products
graduate wholesale merchant in tobacco products
wholesale merchandiser in tobacco products
business to business seller in tobacco products
trainee wholesale merchant in tobacco products
wholesale buyer in tobacco products
B2B sales consultant in tobacco products",Wholesale merchants in tobacco products investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.
Occupation,http://data.europa.eu/esco/occupation/c872187a-079b-413b-8503-7b5dd92abb88,3257,food regulatory advisor,"legislation and specification  advisor
food regulatory compliance advisor
food labelling specialist
food safety regulatory advisor
legislation and controls advisor
food law advisor
food consultant
food regulatory affairs advisor
food expert
food safety expert
food safety auditor
regulatory advisor, food","Food regulatory advisors are extra-judicial or judiciary technical experts. They ensure food industry practices comply with the regulatory norms. They perform audits, make diagnosis and monitor activities of inspection. These experts have expertise in food processing, food analysis, quality, safety, certification, traceability. They update, review, and approve labelling designs, develop nutrition facts panels, and ensure that products and labels meet appropriate standards and regulations."
Occupation,http://data.europa.eu/esco/occupation/c89afd9a-7dad-4bae-9315-5fcadd9ad8b6,7413,electricity distribution worker,"linesman
lineworker
electricity power line worker
electricity transmission worker
powerline worker
electric powerline worker
linewoman
lineman
lineswoman
power lines construction worker
electricity distribution technician
electric powerline technician","Electricity distribution workers construct and maintain electric power transmission and distribution systems. They maintain and repair powerlines, compliant with safety regulations."
Occupation,http://data.europa.eu/esco/occupation/c8b296be-54ae-48cf-be21-031fa8457937,3343,supply chain assistant,"global supply chain assistant
supply chain logistics assistant
production assistant
supply chain supervisor
supply chain officer","Supply chain assistants work closely together with managers in the operations processes, namely purchasing, manufacturing, and distribution processes. They help with administrative and pragmatic follow up of actions such as invoicing, drafting and preparation of contracts and purchasing orders, reconciliation of inventory against documents, and communication with distribution channels."
Occupation,http://data.europa.eu/esco/occupation/c8e6cdcc-824e-4887-8ee2-197e7d794258,2114,geochemist,"geo-technician
research geochemist
consultant geochemist
environmental geochemist
oil geochemist
mining geochemist
geoscience technician
exploration geochemist
metals analyst
petroleum technician","Geochemists study the characteristics and chemical elements in minerals, rocks and soils, and how they interact with hydrological systems. They coordinate the collection of samples and indicate the suite of metals to be analysed."
Occupation,http://data.europa.eu/esco/occupation/c8ee41fc-7a5f-4255-adbd-dcc47cf2a28e,6224,hunter,"pelt trapper
game trapper
wildlife manager
deer hunter
animal hunter
fur trapper
trapper
animal trapper
deer stalker
wildlife culler","Hunters track and pursue animals with the intention of trapping or killing them. They hunt animals for the purpose of gaining food and other animal products, recreation, trade or wildlife management. Hunters specialise in the skill of tracking down and shooting animals with weapons such as rifles and bows. They also use devices to trap animals for similar purposes."
Occupation,http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705,3119,aviation safety officer,"airport safety officer
airfield safety officer
aviation security officer
airport safety supervisor
transportation security officer
aviation security supervisor
airfield safety supervisor
airport security supervisor
flight safety officer
flight safety supervisor","Aviation safety officers plan and develop safety procedures for aviation companies. They study safety regulations and restrictions relative to aviation company operations. Hence, they direct activities of personnel in order to safeguard the application of safety measures in compliance with regulations."
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,2149,test engineer,agricultural equipment test engineer,Test engineers plan and perform detailed quality tests during various phases of the design process to make sure that the systems are properly installed and function correctly. They analyse the data collected during tests and produce reports. They are also responsible for the safety of the test operations.
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,2310,religious studies lecturer,"religious studies teacher
university religious studies lecturer
higher education theology teacher
religious studies professor
religious studies lector
university lecturer in religious studies
professor of religious studies
lecturer of religious studies
theology docent
theology instructor
lecturer in religion
senior lecturer in religious studies
religion lector
theology teacher
theology professor
religious education lecturer
theology lecturer
lecturer of religion
professor of religious education
religious studies instructor
religious studies docent
lecturer in religious studies","Religious studies lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, theology, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of theology, publish their findings and liaise with other university colleagues."
Occupation,http://data.europa.eu/esco/occupation/c90e5009-37f2-4dcd-aea2-362fc817bc98,2143,ICT environmental manager,"information and communication technologies environmental manager
information technologies environmental manager
ICT environment managers
ICT environment manager
IT environmental manager","ICT environmental managers know the green ICT legal framework, understand the role of the ICT network configurations in the economy and energy resources deployment and evaluate the impact of CO2 footprint of each ICT resource in the organisation's network. They plan and manage the implementation of environmental strategies for ICT networks and systems by conducting applied research, developing organisational policy, and devising strategies to meet sustainability targets. They ensure that the whole organisation uses ICT resources in a way that is as friendly as possible for the environment.
"
Occupation,http://data.europa.eu/esco/occupation/c9191f7f-28b5-4df8-991d-804c53009b83,9213,crop production worker,"farm worker
farm hand
crop production workers
growing worker
crop worker
crops production worker
crop growing worker"," Crop production workers carry out practical activities and assist in the production of agronomical crops.  
"
Occupation,http://data.europa.eu/esco/occupation/c92a4851-9418-4fb5-8201-c7e03cc2b6e2,8312,level crossing signalperson,"level crossing attendant
level crossing signalwoman
level crossing signaller
level crossing signalman","Level crossing signalpersons operate equipment in the safeguarding of level crossings, according to safety regulations. They supervise the traffic situation arround the level crossing, and communicate with traffic controllers, drivers, and other signalpeople when necessary. "
Occupation,http://data.europa.eu/esco/occupation/c932109b-3e4f-43aa-b346-1ea421da0adb,7534,aircraft interior technician,"aircraft furniture maker
aircraft interior electtrical coordinator
aircraft interior maintenance cordinator
aircraft interior maintenance technician
aircraft interior assembler
aircraft interior lighting technician
aircraft entertainment systems technician
aircraft interior instrument operative
aircraft interior electrical operator
aircraft interior electrical mecanic
aircraft interior instrument operator
aircraft electrical inspector
aircraft interior furniture maker
aircraft upholstrer
aircraft interior panelling technician
aircraft seating technician
aircraft interior finishes technician
aircraft instrument technicin
aircraft interior electrical tecnician
aircraft interior design technician
aircraft carpeting technician
aircraft furnishing technician
aircraft interior repairer
aircraft instrument mecanic
aircraft interior maintenance supervisor
aircraft interior electrical operative
aircraft furnishing maker
aviation interior instrument inspector","Aircraft interior technicians manufacture, assemble and repair interior components for aircrafts such as seats, carpeting, door panels, ceiling, lighting etc. They also replace entertainment equipment such as video systems. They inspect incoming materials and prepare the vehicle interior for new components."
Occupation,http://data.europa.eu/esco/occupation/c93d58bd-3aa6-4de4-812d-010542f1dec8,8131,pill maker operator,"tablet production worker
piling machine operative
pill production operator
tablet making machine tender
piling machine tender
pill maker
pill production worker
pill production operative
pill production process worker
tablet production operator
tablet production operative
tablet production process worker
piling machine operator
tablet making machine operator
tablet making machine operative
pillmaker operator","Pill maker operators tend the pilling machine that create pills in various sizes and shapes. They also fill the machine with necessary materials, open valves to control the flow of the materials, and regulate the temperature of the machine."
Occupation,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0310,air force pilot,"military pilot
navy pilot
armed forces pilot
naval pilot
aircrew pilot
military aircraft driver","Air force pilots operate aircrafts in combat missions, patrol missions, or search and rescue missions. They ensure aircraft maintenance, and communicate with air force bases and other vessels to ensure safety and efficiency in operations."
Occupation,http://data.europa.eu/esco/occupation/c94f3565-d987-431f-a46b-6f4e018e0bd7,1213,programme manager,"programme director
projects portfolio manager
program director
program manager
program management coordinator
programme management coordinator","Programme managers coordinate and oversee several projects working simultaneously. They ensure workability and compatibility among projects ensuring that overall, each one of the projects under the management of project managers, turn out profitable and leveraging one to the other."
Occupation,http://data.europa.eu/esco/occupation/c95121e9-e9f7-40a9-adcb-6fda1e82bbd2,3116,hazardous waste technician,"waste disposal site compliance technician
toxic waste removal technician
hazardous waste removal technician
waste treatment technician
landfill site technician
hazardous waste disposal technician
hazardous waste treatment technician
toxic waste disposal technician
waste sortation technician
waste disposal compliance technician
toxic waste treatment technician
toxic waste technician","Hazardous waste technicians dispose of materials that have been in contact with or are ignitable, corrosive, reactive, toxic or a combination of the aforementioned hazardous traits. They remove the waste from industrial facilities or households and transport them to a treatment facility to ensure they are treated and disposed of according to regulations. They may also advise on the proper treatment of hazardous waste, and aid in the clean-up of hazardous waste spills."
Occupation,http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,2433,technical sales representative,"field salesperson
inside technical sales representative
trainee technical sales representative
assistant technical sales engineer
technical field sales representative
field saleswoman
senior technical sales engineer
graduate technical sales engineer
field salesman
outside technical sales representative
graduate technical sales representative
assistant technical sales representative
trainee technical sales engineer
senior technical sales representative",Technical sales representatives act for a business to sell its merchandise while providing technical insight for customers.
Occupation,http://data.europa.eu/esco/occupation/c9839843-6cac-4564-8aa7-de4a5b9b62e1,3311,mutual fund broker,"mutual fund sales agent
mutual fund managers
mutual fund salesmen
mutual fund dealer
mutual fund dealers
mutual fund salesman
mutual fund sales representatives
mutual fund sales representative
mutual fund manager
mutual fund sales agents","Mutual fund brokers handle and raise cash from shareholders in order to invest them in stocks, bonds and money-market securities. They engage with investors by making inquiries about the client's mutual funds account status and transaction procedures. Mutual fund brokers make use of their expertise in investment theory, market experience, and research to pick the most approapriate investments for their fund portfolio. They ensure that the mutual fund's operations are in compliance with legal requirements."
Occupation,http://data.europa.eu/esco/occupation/c9874f14-5474-43f6-b4a2-77a94f9abfb3,7534,motor vehicle upholsterer,"bus upholsterer
car trimmer
bus trimmer
lorry upholsterer
truck trimmer
car upholsterer
truck upholsterer
motorcycle upholstery worker
truck  upholstery worker
bus upholstery worker
coach upholstery worker
lorry trimmer
motorcycle trimmer
coach trimmer
lorry upholstery worker
car upholstery worker
motorcycle upholsterer","Motor vehicle upholsterers create manufacturing templates, manufacture and assemble interior components for cars, buses, trucks etc. They use power tools, hand tools and shop equipment to prepare and fasten materials. They also inspect incoming materials and prepare the vehicle interior for trim items."
Occupation,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56,2166,video designer,"projection & video designer
graphics and video designer
video & graphics designer
video and projection designer
visual designer
projection designer
projection and video designer
graphics & video designer
video & projection designer
video and graphics designer
video jockey","Video designers develop a projected image design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. Video designers prepare media fragments to be used in a performance, which can involve recording, composing, manipulating and editing. During rehearsals and performance they coach the operators to obtain optimal timing and manipulation. Video  designers develop plans, mapping, cue lists and other documentation to support the operators and production crew. Video designers sometimes also work as autonomous artists, creating video art outside a performance context."
Occupation,http://data.europa.eu/esco/occupation/c9a5f7c5-0f8b-4252-9729-5f19c105ef81,3112,road maintenance technician,"road maintenance worker
highways maintenance inspector
road maintenance inspector
highways technician
highways inspector
road inspector
road maintenance supervisor
highways maintenance technician","Road maintenance technicians inspect and manage roads in enclosed areas for maintenance and repair. They help to relieve traffic safely and smoothly, and check if traffic signs, roads and pavements are in good condition."
Occupation,http://data.europa.eu/esco/occupation/c9d89e09-d57f-4980-9164-880e60711e97,1345,primary school head teacher,"primary education head teacher
primary school headteacher
primary school headmaster
head teacher of primary school
primary school director
headteacher of primary school
headmaster of primary school
primary education headteacher
primary school principal
director of primary school","Primary school head teachers manage the day-to-day activities of a primary school or elementary school. They manage staff, make decisions concerning admissions and are responsible for meeting curriculum standards, which are age-appropriate for primary school students and facilitate social and academic development education. They also ensure the school meets the national education requirements set by law."
Occupation,http://data.europa.eu/esco/occupation/c9f6c245-8c66-4b13-9253-9835194abb23,7315,glass beveller,"glass beveller machine operator
glass hand-beveller
glass beveling machine operator
glass edger
hand-beveller
glass cutter
glass finisher","Glass bevellers measure, cut, assemble and install flat glass and mirrors. They also load and unload glass, mirrors and equipment, drive to installation sites, install metal or wood frameworks that need to be fitted with glass, and work according to client specifications."
Occupation,http://data.europa.eu/esco/occupation/ca2da084-3bfa-47d8-84ba-ef890191708d,8160,vermouth manufacturer,"vermouth processor
vermouth production operative
vermouth production operator
vermouth operative
vermouth producer","Vermouth manufacturers perform all the production processes required to produce vermouth. They mix ingredients and botanicals with wine and other spirits. They perform maceration, mixing and filtering of beverages together with the botanicals. Moreover, they manage the maturation of the beverages and forecast when the vermouth is ready for bottling."
Occupation,http://data.europa.eu/esco/occupation/caa75a5b-b32f-4d57-bffa-03dbb91058cf,3122,green coffee coordinator,"coffee coordinator
green coffee manager
green coffee co-ordinator
green coffee supervisor"," Green coffee coordinators organise and manage the operations performed by workers in coffee plants and plan the functioning of machines that blend various types of green coffee beans. 
"
Occupation,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6,2411,accounting analyst,"accounting specialist
accounting systems analyst
accounting methods analyst
accounts analyst","Accounting analysts evaluate the financial statements of clients, usually companies, which include the income sheet, the balance sheet, the statement of cash flows and additional notes to other financial statements. They interpret and implement new accounting systems and accounting procedures and will analyse and determine if the proposed systems conform to accounting regulations and meet user information requirements."
Occupation,http://data.europa.eu/esco/occupation/cadbf9af-1da0-406f-8282-b6d27a7e1a74,7215,ground rigger,"rigging crew member
down rigger","Ground riggers assist level riggers assembling temporary suspension structures to support performance equipment. Their work is based on instruction and plans. They work indoor as well as outdoor. They cooperate closely with high riggers. \
 "
Occupation,http://data.europa.eu/esco/occupation/cae71f3f-ad4d-480e-b501-bff22827e60c,8342,bulldozer operator,"bulldozer driver
bull dozer driver
dozer driver
dozer operative
bulldozer operative
earthmover driver
bull dozer operator
dozer/crawler driver
construction plant operator
earthmover operator","Bulldozer operators operate a heavy vehicle to move earth, rubble or other material over the ground."
Occupation,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422,policy officer,"policy advisor
health policy officer
strategy manager
policy researcher
strategy advisor
policy analyst
policy coordinator
policy manager","Policy officers research, analyse and develop policies in various public sectors, and shape and implement these policies to improve the existing regulation around the sector. They evaluate effects of existing policies and report findings to the government and members of the public. Policy officers work closely with partners, external organisations or other stakeholders and provide them with regular updates."
Occupation,http://data.europa.eu/esco/occupation/cb3432f8-bad7-4703-ba66-dc980a4ce4f7,7223,scrap metal operative,"metal recycling operative
metal shredder operator
shredder operator
recycler
recyling operative
scrap metal processor
recycled metal operative
metal processing operative
smelter operative
scrap sorter",Scrap metal operative cut big sheets of metal scrap in order to prepare them for being used in a smelter.
Occupation,http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031,0210,sergeant,"station sergeant
drill sergeant
police sargeant
lance sergeant
warrant officer
ordnance sergeants
commissary sergeant
adjutant
army sargeant
quartermaster sergeant
colour sergeant
petty officer
staff sergeant
chief petty officer
chief non-commissioned officer","Sergeants command squads as a second in command. They allocate tasks and duties, supervise equipment, and ensure proper training of staff. They also advise commanding officers and perform support duties."
Occupation,http://data.europa.eu/esco/occupation/cb3c0f82-a79b-4518-ad1f-5463b3e74831,8342,scraper operator,"construction plant operator, scraper
towed-scraper driver
towed-scraper operator
scraper worker
heavy plant operator, scraper
scraper operative
plant operator, scraper
scraper driver
motor-scraper driver","Scraper operators work with a mobile piece of heavy equipment that scrapes the top layer of the ground and deposits it in a hopper to be hauled off. They drive the scraper over the surface to be scraped, adapting the speed of the machine to the hardness of the surface."
Occupation,http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219,power plant manager,"power plant director
power plant supervisor
electric power station engineer
power supply manager
electric power plant manager
power station manager
power plant superintendent
power plant project manager
demand generation manager
electric power supply manager
electricity generation manager
electric power generation manager
power  plant generation manager
power generating manager
energy generation manager
power plant coordinator
gas generation manager
power generation systems manager
electric power plant project manager
power generation networks manager","Power plant managers supervise operations in power plants which produce and transport energy. They coordinate the production of energy in the plant, and supervise the construction, operation and maintenance of energy transmission and distribution networks and systems."
Occupation,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d,3359,consumer rights advisor,"consumer rights legal advisor
consumer rights legal adviser
legal services advisor
food hygiene inspector
consumer rights adviser
legal services adviser
trading standards officer","Consumer rights advisors aid consumers with complaints and provide advice and information on rights as a consumer after purchase of products or services. They monitor organisations to ensure compliance to consumer rights standards, and aid consumers in handling disputes."
Occupation,http://data.europa.eu/esco/occupation/cb8be514-9388-4ef0-a58d-cff496747610,8212,wire harness assembler,"wire harness technician
cable harness fabricator
wire harness fabricator
technician in wire harnesses
fabricator of wire harnesses
fabricator of cable harnesses
cable harness assembler
assembler of cable harnesses
cable harness technician","Wire harness assemblers bind wires or cables to form wire harnesses used in electronic and electrical systems and equipment. They read electrical wiring plans and tie the wire together according to specifications, using cable ties, cable lacing, electrical conduit, and sleeves."
Occupation,http://data.europa.eu/esco/occupation/cb932c74-c13b-47e9-9a85-318bd8eb2f96,9112,train cleaner,"train cleaning staff member
train night cleaner
train depot cleaner
train cleaning crew member
train cleaning team member
train cleaning operative
train day cleaner
train and station cleaner","Train cleaners keep the interiors of trains tidy and clean. They clean out the bins in the different compartments, and perform other cleaning activities such as hoovering, mopping and deep cleaning."
Occupation,http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b,2166,art director,"advertising art director
creative director
visual art director
designer
artistic projects manager
maestro
stage director","Art directors shape the visual layout of a concept. They create innovative designs, develop artistic projects  and manage the cooperation between all aspects involved. Art directors may perform creative work in theatre, marketing, advertising, video and motion picture, fashion or online companies. They ensure that the work performed is visually appealing to audiences."
Occupation,http://data.europa.eu/esco/occupation/cbad55a4-c7cf-4ab6-9540-eac72b26729b,9111,domestic cleaner,"domestic helper
servant
household worker
housekeeping cleaner
charworker
personal maid
domestic worker
maid
domestic maid
cleaning lady
house cleaner
housekeeper
cleaning maid
chambermaid","Domestic cleaners perform all necessary cleaning activities in order to clean their clients' houses. They vacuum and sweep floors, wash dishes, launder clothes, dust, scrub and polish surfaces and disinfect equipment and materials."
Occupation,http://data.europa.eu/esco/occupation/cbdb80db-c760-4b68-b074-88c397650ef5,2642,editor-in-chief,"executive editor
editorial director
executive director of editorial
editor in chief
executive editorial director
head editor
managing editor
chief editor","Editors-in-chief oversee the production of news stories for newspapers, magazines, journals and other media. They manage the day-to-day operations of a publication and make sure it is ready on time."
Occupation,http://data.europa.eu/esco/occupation/cbdbe324-81fe-48da-a8f7-0106dd94a05b,3133,gas processing plant supervisor,"gas production controller
gas processing safety controller
downstream gas processing controller
gas processing quality controller
gas processing maintenance controller
gas processing performance controller
gas processing controller
gas compressor controller","Gas processing plant supervisors supervise the processing of gas for utility and energy services by controlling compressors and other processing equipment to ensure standard operation. They supervise the maintenance of the equipment, and perform tests to detect problems or deviations, and to ensure quality."
Occupation,http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d,3112,energy analyst,"energy regulation specialist
energy efficiency analyst
energy performance analyst
senior energy analyst
energy  procurement analyst
energy and sustainability analyst
energy advisor","Energy analysts evaluate the consumption of energy in buidings owned by consumers and businesses. By analysing existing energy systems, they recommend cost-effective alternatives. Energy analysts suggest efficiency improvements, make business analyses and participate in the development of policies concerning the use of traditional fuels, transportation, and other factors relating to energy consumption."
Occupation,http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6,2355,drama teacher,"performing and dramatic arts teacher
drama instructor
performing and dramatic arts instructor
instructor in performing and dramatic arts
teacher of dramatic arts
drama educator
educator in drama
teacher of drama","Drama teachers instruct students in a recreational context in the various theatrical genres and dramatic expression forms, such as comedy, tragedy, prose, poetry, improvisation, monologues, dialogues etc. They provide students with a notion of theatre history and repertoire, but mainly focus on a practice-based approach in their courses, in which they assist students in experimenting with and mastering different dramatic expression styles and techniques and encourage them to develop their own style. They cast, direct and produce plays and other performances, and coordinate the technical production and the set, props and costume usage on stage."
Occupation,http://data.europa.eu/esco/occupation/cc844eb8-c81d-40ff-af3d-119700e60f23,3323,costume buyer,"buyer of costumes
costume and composite effects buyer
costume purchaser
costumes buyer","Costume buyers work with the costume designer in order to identify the materials for the costumes. They buy and rent fabric, thread, accessories and other items needed to finish the wardrobe. Costume buyers may also purchase clothing items ""off the peg"", ready made. They base their purchases on the sketches of the costume designer."
Occupation,http://data.europa.eu/esco/occupation/cc8f929a-75fa-404d-aa17-3301fb494b4f,7543,product grader,"product quality inspector
grader
quality inspector
quality grader
product quality grader
product quality observer
product quality monitor
product inspector
product evaluator","Product graders perform preventive and operational quality control on products and rescources. They inspect, grade and evaluate the materials at various stages to make sure it conforms to the desired standard, and send the product back for repair or improvement if necessary. They work in companies and industrial facilities to ensure the produced commodities achieve quality standards."
Occupation,http://data.europa.eu/esco/occupation/cc937d5f-4072-4fe7-bc23-2c9a465b8754,1349,museum director,"head of museum
museum manager
director of collections
museum and heritage director
art gallery director
art collection director","Museum directors oversee the management of the art collections, artefacts, and exposition facilities. They secure and sell works of art on the one hand, and strive to preserve and maintain the art collection of a museum on the other hand. Moreover, they also manage finances, employees, and marketing efforts of the museum."
Occupation,http://data.europa.eu/esco/occupation/cc9fcab5-a5c6-4cc9-9606-cbcc2852537f,2131,curator of horticulture,"curator of botany
conservation horticulturist
garden curator
curator & horticulturist
curator and horticulturist
horticulture curator","Curators of horticulture develop and maintain the botanical collections, exhibits and landscapes of a botanical garden."
Occupation,http://data.europa.eu/esco/occupation/ccbb7213-79f7-489e-9dad-f90091e550d0,1324,import export manager in clothing and footwear,"international trade manager in clothing and footwear
trainee import manager in clothing and footwear
trainee import export manager in clothing and footwear
trainee export manager in clothing and footwear
customs compliance manager in clothing and footwear
senior import export manager in clothing and footwear
graduate export manager in clothing and footwear
assistant import export manager in clothing and footwear
senior export manager in clothing and footwear
senior import manager in clothing and footwear
graduate import manager in clothing and footwear
assistant export manager in clothing and footwear
international trade compliance manager in clothing and footwear
graduate import export manager in clothing and footwear
assistant import manager in clothing and footwear","Import export managers in clothing and footwear install and maintain procedures for cross-border business, coordinating internal and external parties."
Occupation,http://data.europa.eu/esco/occupation/ccf0becd-247d-4497-9ee7-25a46c1ffb7a,5223,press and stationery specialised seller,"magazines and stationery shop specialised seller
newspapers and magazines salesperson
magazines and stationery shop salesperson
newspaper seller
newsagent retail salesperson
newspaper kiosk salesperson
kiosk salesperson
stationery shop salesperson
newsagents salesperson
newsagent retail specialised seller
newspapers and magazines specialised seller
paper shop specialised seller
newspapers and magazines shop salesperson
newspaper kiosk specialised seller
stationery salesperson
newspapers and magazines shop specialised seller
newsagents shop specialised seller
paper shop salesperson
newsagents shop salesperson
stationery specialised seller
kiosk specialised seller
newsagents specialised seller
stationery shop specialised seller","Press and stationery specialised sellers sell newspapers and office supplies such as pens, pencils, paper, etc. in specialised shops."
